TYPE	FLUENT	DISFLUENT
1: Filler	पंजाब, हरियाणा इसने नेतृत्व किया दूसरी कृषि क्रांति उन प्रदेशों में संभावनाएं पड़ी है।	पंजाब, हरियाणा इसने नेतृत्व अ किया दूसरी कृषि क्रांति उन प्रदेशों में संभावनाएं पड़ी है।
1: Filler	हमारी कोशिश यह है कि उस दिशा में हम जाए, ताकि हमारे नौजवान को भी हम रोजगार की व्यवस्था करें।	हमारी कोशिश यह है कि क्या कहते है उस दिशा में हम जाए, ताकि हमारे नौजवान को भी हम रोजगार की व्यवस्था करें।
1: Filler	तीन साल के भीतर भीतर तो एप्रोच बदला परिणाम लाए।	तीन साल तो के भीतर भीतर तो एप्रोच बदला परिणाम लाए।
1: Filler	और यही संदेश है सूफीवाद का जो इस्लाम का संसार में बड़ा योगदान है।	और यही संदेश है सूफीवाद का अ जो इस्लाम का संसार में बड़ा योगदान है।
1: Filler	ये आर्थिक, सामाजिक सशक्तिकरण का भी कारक बन रहा है।	ये आर्थिक, सामाजिक सशक्तिकरण का भी कारक अ बन रहा है।
1: Filler	मैं धन्य हूं कि मेरे शरीर ने उस मातृभूमि को स्पर्श किया।	मैं धन्य हूं कि क्या बोलते है मेरे शरीर ने उस मातृभूमि को स्पर्श किया।
1: Filler	उन्होंने कहा, इसलिए विदेशों से निवेशकों को नौकरियां सृजित करनी चाहिए।	उन्होंने कहा, इसलिए अ विदेशों से निवेशकों को नौकरियां सृजित करनी चाहिए।
1: Filler	मैं उनके भाषण के प्रभाव को बताने के लिए स्वामीजी के ही शब्दों का उपयोग करूंगा।	मैं उनके भाषण के प्रभाव को बताने मेरा मतलब के लिए स्वामीजी के ही शब्दों का उपयोग करूंगा।
1: Filler	मैं समझता कि इस संयंत्र का उदघाटन मेक इन इंडिया कार्यक्रम की शुरूआत से एक दिन के बाद किया गया।	मैं समझता कि इस संयंत्र का उदघाटन मेक इन इंडिया कार्यक्रम मेरी मतलब की शुरूआत से एक दिन के बाद किया गया।
1: Filler	यह सजायाफ्ता कैदियों के प्रति एक महत्वपूर्ण मानवीय भाव है।	यह सजायाफ्ता कैदियों के प्रति एक आ महत्वपूर्ण मानवीय भाव है।
1: Filler	महात्मा जी का नेतृत्व था, सशस्त्र क्रान्तिकारियों के बलिदान की प्रेरणा थी और तब जाकर के स्वराज प्राप्त हुआ है।	महात्मा जी का नेतृत्व था, सशस्त्र आ क्रान्तिकारियों के बलिदान की प्रेरणा थी और तब जाकर के स्वराज प्राप्त हुआ है।
1: Filler	क्या वे कौशल तथा उद्यमशीलता पैदा करने के लिए उचित प्रौद्योगिकियों का सृजन और निरूपण करेंगे?	क्या वे कौशल तथा उद्यमशीलता पैदा करने के लिए उचित क्या कहते है प्रौद्योगिकियों का सृजन और निरूपण करेंगे?
1: Filler	प्रधानमंत्री ने राज्यपालों से आग्रह किया कि वे विश्वविद्यालयों के कुलाधिपति के रूप में अकादमी के विभिन्न क्षेत्रों में उत्कृष्टता को प्रोत्साहित करें।	प्रधानमंत्री ने राज्यपालों से आग्रह किया कि वे क्या कहते है विश्वविद्यालयों के कुलाधिपति के रूप में अकादमी के विभिन्न क्षेत्रों में उत्कृष्टता को प्रोत्साहित करें।
1: Filler	भारत के लिए बुल्गारियाप्रचुर संभावनाओं से भरा पर्यटन बाजार है।	भारत के लिए आ बुल्गारियाप्रचुर संभावनाओं से भरा पर्यटन बाजार है।
1: Filler	मैं आज आचार्य भगवंत, रत्नसुंदरसुरिस्वर जी महाराज साहब के चरणों में प्रणाम करता हूं।	मैं आज आचार्य भगवंत, आ रत्नसुंदरसुरिस्वर जी महाराज साहब के चरणों में प्रणाम करता हूं।
1: Filler	एक अन्य मंत्रिस्तीय निर्णय में फार्मास्यूटिकल्स क्षेत्र में पेंटेन्ट की एवरग्रीनिंग को रोकने के लिए उपयुक्त प्रावधान को बढ़ाना भी शामिल था।	एक अन्य मंत्रिस्तीय निर्णय में क्या बोलते है फार्मास्यूटिकल्स क्षेत्र में पेंटेन्ट की एवरग्रीनिंग को रोकने के लिए उपयुक्त प्रावधान को बढ़ाना भी शामिल था।
1: Filler	अच्छी शिक्षा इंफ्रास्ट्रक्चर के दायरे में नहीं आती।	अच्छी शिक्षा क्या बोलते है इंफ्रास्ट्रक्चर के दायरे में नहीं आती।
1: Filler	सवा सौ करोड़ हिन्दुस्तानियों के पुरूषार्थ का है।	सवा सौ करोड़ अ हिन्दुस्तानियों के पुरूषार्थ का है।
1: Filler	हम हिन्दुस्तानियों का ये स्वभाव नहीं है।	हम आ हिन्दुस्तानियों का ये स्वभाव नहीं है।
1: Filler	वित्तीय प्रबंधन में स्वतः लागू अनुशासन के माध्यम से हम इन्फ्रास्ट्रक्चर सेक्टरों के लिए ज्यादा संसाधनों के आवंटन में कामयाब रहे हैं।	वित्तीय प्रबंधन में स्वतः लागू अनुशासन के माध्यम से हम क्या बोलते है इन्फ्रास्ट्रक्चर सेक्टरों के लिए ज्यादा संसाधनों के आवंटन में कामयाब रहे हैं।
1: Filler	तिरुपति में मोबाइल मैन्यूफैक्चरिंग हब का शिलान्यास।	तिरुपति में मोबाइल क्या कहते है मैन्यूफैक्चरिंग हब का शिलान्यास।
1: Filler	यह रिमोट सेंसिंग पर आधारित वैश्विक नेवीगेशन उपग्रह प्रणालियों और वैश्विक निगरानी प्रौद्योगिकियों का उपयोग करता है।	यह रिमोट सेंसिंग पर आधारित वैश्विक नेवीगेशन उपग्रह प्रणालियों और वैश्विक निगरानी क्या बोलते है प्रौद्योगिकियों का उपयोग करता है।
1: Filler	दोनों पक्षों ने दोनों देशों के बीच ऊर्जा दक्षता के क्षेत्र में सहयोग करने की कार्यप्रणालियों पर चर्चा की।	दोनों पक्षों ने दोनों देशों के बीच ऊर्जा दक्षता के क्षेत्र में सहयोग करने की अ कार्यप्रणालियों पर चर्चा की।
1: Filler	ये स्वतंत्र राष्ट्रों और जागृत महत्वाकांक्षाओं की दुनिया है।	ये स्वतंत्र राष्ट्रों और जागृत वो महत्वाकांक्षाओं की दुनिया है।
1: Filler	प्रधानमंत्री ने कहा कि देशभर में कई विश्वविद्यालयों की स्थापना की जा रही है ताकि युवाओं को गुणवत्ता युक्त शिक्षा के आनंद से वंचित नहीं किया जा सके।	प्रधानमंत्री ने कहा कि देशभर में कई अ विश्वविद्यालयों की स्थापना की जा रही है ताकि युवाओं को गुणवत्ता युक्त शिक्षा के आनंद से वंचित नहीं किया जा सके।
1: Filler	प्रधानमंत्री ने कहा, अगर स्वराज को सत्याग्रहियों द्वारा हासिल किया गया, तो श्रेष्ठ भारत को स्वच्छाग्रहियों द्वारा हासिल किया जाएगा।	प्रधानमंत्री ने कहा, अगर स्वराज को सत्याग्रहियों द्वारा हासिल किया गया, तो श्रेष्ठ भारत को क्या कहते है स्वच्छाग्रहियों द्वारा हासिल किया जाएगा।
1: Filler	और इसलिए ये रोड नेटवर्क, हम इन इंफ्रास्ट्रक्चर का निर्माण भी स्ट्रेटेजिकली महत्वपूर्ण करने वाले हैं।	और इसलिए ये रोड नेटवर्क, हम इन वो इंफ्रास्ट्रक्चर का निर्माण भी स्ट्रेटेजिकली महत्वपूर्ण करने वाले हैं।
1: Filler	अब वो इन्फ्रास्ट्रक्चर भी अपने आप में रोजगार देने के लिये बहुत बड़ा अवसर है।	अब वो अ इन्फ्रास्ट्रक्चर भी अपने आप में रोजगार देने के लिये बहुत बड़ा अवसर है।
1: Filler	इन उपक्रमों के लिए प्रशासनिक विभाग फार्मास्युटिकल्स विभाग समयबद्ध अनुवर्ती कार्रवाई करेगा।	इन उपक्रमों के लिए प्रशासनिक विभाग अ फार्मास्युटिकल्स विभाग समयबद्ध अनुवर्ती कार्रवाई करेगा।
1: Filler	पार्लियामेंट्री एसोसिएशन के लिए मेरे मन में कुछ विचार आए हैं।	आ पार्लियामेंट्री एसोसिएशन के लिए मेरे मन में कुछ विचार आए हैं।
1: Filler	साथियों, आयुषमान भारत योजना की वजह से देश में आधुनिक मेडिकल इंफ्रास्ट्रक्चर का नया ढांचा तैयार हो रहा है।	साथियों, आयुषमान भारत योजना की वजह से देश में आधुनिक मेडिकल वो इंफ्रास्ट्रक्चर का नया ढांचा तैयार हो रहा है।
1: Filler	मैने सुना है कि अनेक वैश्विक कंपनियां अपनी स्थानीयकरण्योजनाओं के बारे में बात करती हैं।	मैने सुना है कि अनेक वैश्विक कंपनियां अपनी आ स्थानीयकरण्योजनाओं के बारे में बात करती हैं।
1: Filler	इससे इन हस्ताक्षरकर्ताओं के बीच सूचना साझा करने के तन्त्र को मजबूत बनाने की दिशा में भी मदद मिलेगी।	इससे इन क्या बोलते है हस्ताक्षरकर्ताओं के बीच सूचना साझा करने के तन्त्र को मजबूत बनाने की दिशा में भी मदद मिलेगी।
1: Filler	दोनों प्रधानमंत्रियों ने हाल के वर्षों में हुए विकास का स्वागत करते हुए कहा कि इसके चलते भारत और वियतनाम के बीच रणनीतिक साझेदारी को निरंतर मजबूती मिली है।	दोनों अ प्रधानमंत्रियों ने हाल के वर्षों में हुए विकास का स्वागत करते हुए कहा कि इसके चलते भारत और वियतनाम के बीच रणनीतिक साझेदारी को निरंतर मजबूती मिली है।
1: Filler	भारत में पारंपरिक औषधि व्यवस्था आयुर्वेद, योगएवं प्राकृतिक चिकित्सा, यूनानी, सिद्ध एवं होम्योपैथी के तहत काफी संगठितएवंसंहिताबद्ध है।	भारत में पारंपरिक औषधि व्यवस्था आयुर्वेद, योगएवं प्राकृतिक चिकित्सा, यूनानी, सिद्ध एवं होम्योपैथी के तहत काफी अ संगठितएवंसंहिताबद्ध है।
1: Filler	जब कोई सरकार गति और निर्धारितलक्ष्य के साथ काम करती है, तो यह स्पष्ट रूप से दिखता है।	जब कोई सरकार गति और वो निर्धारितलक्ष्य के साथ काम करती है, तो यह स्पष्ट रूप से दिखता है।
1: Filler	हमारे हाल के बजट में हमारी भविष्य की योजनाओं और महत्वाकांक्षाओं के लिए एक रोडमैप उपलब्ध कराया गया है।	हमारे हाल के बजट में हमारी भविष्य की योजनाओं और क्या बोलते है महत्वाकांक्षाओं के लिए एक रोडमैप उपलब्ध कराया गया है।
1: Filler	इससे अंतरिक्ष प्रौद्योगिकियों के शांतिपूर्ण उपयोग के क्षेत्र में विविध अनुसंधान के अवसर भी मिलेंगे।	इससे अंतरिक्ष आ प्रौद्योगिकियों के शांतिपूर्ण उपयोग के क्षेत्र में विविध अनुसंधान के अवसर भी मिलेंगे।
1: Filler	तुर्कमेनिस्तान, ताजिकिस्तान और किर्गीस्तान अपने संसाधनों के बल पर भविष्य में बेहतर समृद्धि की ओर अग्रसर हैं।	क्या कहते है तुर्कमेनिस्तान, ताजिकिस्तान और किर्गीस्तान अपने संसाधनों के बल पर भविष्य में बेहतर समृद्धि की ओर अग्रसर हैं।
1: Filler	लॉ एंड ऑर्डर हो, करप्शन और ट्रांसपेरेंसी हो या फिर इंफ्रास्ट्रक्चर से जुड़े काम, हर मोर्चे पर मणिपुर सरकार तेजी से काम कर रही है।	लॉ एंड ऑर्डर हो, करप्शन और ट्रांसपेरेंसी हो या फिर क्या बोलते है इंफ्रास्ट्रक्चर से जुड़े काम, हर मोर्चे पर मणिपुर सरकार तेजी से काम कर रही है।
1: Filler	इस पहल से भारतीय स्टॉक एक्सचेंजों को अपनी वैश्विक प्रतिस्पर्धात्मकता सुधारने में मदद मिलेगी।	इस पहल से भारतीय स्टॉक एक्सचेंजों को अपनी वैश्विक अ प्रतिस्पर्धात्मकता सुधारने में मदद मिलेगी।
1: Filler	दोनों ही प्रधानमंत्रियों ने नौवहन सुरक्षा और साइबर क्षेत्र में अपने व्यापक साझा हितों पर चर्चा की।	दोनों ही वो प्रधानमंत्रियों ने नौवहन सुरक्षा और साइबर क्षेत्र में अपने व्यापक साझा हितों पर चर्चा की।
1: Filler	छठवां, आपदा के मुद्दे पर विश्वविद्यालयों का एक नेटवर्क तैयार करना होगा।	छठवां, आपदा के मुद्दे पर वो विश्वविद्यालयों का एक नेटवर्क तैयार करना होगा।
1: Filler	प्रधानमंत्री श्री नरेन्द्र मोदी की अध्यक्षता में केंद्रीयमंत्रिमंडल ने न्यायिक सहयोग के क्षेत्र में भारत और जांबिया के बीच समझौता ज्ञापन को स्वीकृति दे दी है।	प्रधानमंत्री श्री नरेन्द्र मोदी की अध्यक्षता में अ केंद्रीयमंत्रिमंडल ने न्यायिक सहयोग के क्षेत्र में भारत और जांबिया के बीच समझौता ज्ञापन को स्वीकृति दे दी है।
1: Filler	ये संकल्प है उस भारत के निर्माण का जिसका सपना हमारेस्वतंत्रता सेनानियों ने देखा था।	ये संकल्प है उस भारत के निर्माण का जिसका सपना वो हमारेस्वतंत्रता सेनानियों ने देखा था।
1: Filler	राष्ट्राध्यक्षों ने लिखित आधार पर वार्ता की दिशा में बढ़ने के लिए सदस्य राज्य के प्रयासों की भी सराहना की।	अ राष्ट्राध्यक्षों ने लिखित आधार पर वार्ता की दिशा में बढ़ने के लिए सदस्य राज्य के प्रयासों की भी सराहना की।
1: Filler	साथियो, मुझे बताया गया कि चाथम से बोम्बूफ्लैटजाने में काफी समय लगता था।	साथियो, मुझे बताया गया कि चाथम से वो बोम्बूफ्लैटजाने में काफी समय लगता था।
1: Filler	निवेश घटने का सीधा असर इंफ्रास्ट्रक्चर और रोज़गार पर पड़ रहा था।	निवेश घटने का सीधा असर वो इंफ्रास्ट्रक्चर और रोज़गार पर पड़ रहा था।
1: Filler	गुवाहाटी प्राचीन भारत में प्रज्ञज्योतिषपुर के रूप में जाना जाता था और उसने तब से बहुत प्रगति कर ली है।	गुवाहाटी प्राचीन भारत में क्या कहते है प्रज्ञज्योतिषपुर के रूप में जाना जाता था और उसने तब से बहुत प्रगति कर ली है।
1: Filler	पार्लियामेंट्री ऐसोसिएशन का भी बहुत बड़ा योगदान है।	क्या कहते है पार्लियामेंट्री ऐसोसिएशन का भी बहुत बड़ा योगदान है।
1: Filler	प्रधानमंत्री श्री माता वैष्णो देवी नारायण सुपरस्पेशियलिटी अस्पताल का उद्घाटन करेंगे।	प्रधानमंत्री श्री माता वैष्णो देवी नारायण अ सुपरस्पेशियलिटी अस्पताल का उद्घाटन करेंगे।
1: Filler	मुझे विश्वास है इससे चिकित्साकर्मियों कोइन इलाकों के लोगों को समर्पित सेवाएं देने की प्रेरणा मिलेगी।	मुझे विश्वास है इससे आ चिकित्साकर्मियों कोइन इलाकों के लोगों को समर्पित सेवाएं देने की प्रेरणा मिलेगी।
1: Filler	बाजपेयी भी इन अर्थशास्त्रियों में शामिल थे।	बाजपेयी भी इन क्या कहते है अर्थशास्त्रियों में शामिल थे।
1: Filler	देश के विकास में इंफ्रास्ट्रक्चर का बहुत महत्व होता है।	देश के विकास में वो इंफ्रास्ट्रक्चर का बहुत महत्व होता है।
1: Filler	दोनों प्रधानमंत्रियों ने प्राचीन शहर वाराणसी और क्योतो के बीच सहयोग समझौते के दस्तावेज पर हस्ताक्षर का स्वागत किया।	दोनों क्या बोलते है प्रधानमंत्रियों ने प्राचीन शहर वाराणसी और क्योतो के बीच सहयोग समझौते के दस्तावेज पर हस्ताक्षर का स्वागत किया।
1: Filler	इससे कार्बनडाइक्साइड का उत्सर्जन पर्याप्त मात्रा में कम हुआ है।	इससे वो कार्बनडाइक्साइड का उत्सर्जन पर्याप्त मात्रा में कम हुआ है।
1: Filler	इनमें द्वितीय भैरब और टिटास रेलवे पुल, कोलकाता में चितपुर के अन्तर्राष्ट्रीय रेल यात्री टर्मिनल भी शामिल हैं।	इनमें द्वितीय भैरब और टिटास रेलवे पुल, कोलकाता में चितपुर के क्या कहते है अन्तर्राष्ट्रीय रेल यात्री टर्मिनल भी शामिल हैं।
1: Filler	बिजली बचाने के अतिरिक्त इससे कार्बनडाईऑक्साइड को रोकने में मदद मिली है।	बिजली बचाने के अतिरिक्त इससे क्या बोलते है कार्बनडाईऑक्साइड को रोकने में मदद मिली है।
